file,artist,title,lyrics,mood,year
TRACNAS128F14567C6.h5,Tom Petty And The Heartbreakers,Mary Jane's Last Dance,"She grew up in an Indiana town
Had a good-lookin' mama who never was around
But she grew up tall and she grew up right
With them Indiana boys on them Indiana nights

(Ooh)
(Ooh)

Well, she moved down here at the age of eighteen
She blew the boys away, was more than they'd seen
I was introduced, and we both started groovin'
She said, ""I dig you, baby, but I got to keep movin' on, keep movin' on""

Last dance with Mary Jane
One more time to kill the pain
I feel summer creepin' in
And I'm tired of this town again

(Ooh)
(Ooh)

Well, I don't know, but I've been told
You never slow down, you never grow old
I'm tired of screwin' up, tired of going down
Tired of myself, tired of this town

Oh, my my, oh, hell yes
Honey, put on that party dress
Buy me a drink, sing me a song
Take me as I come 'cause I can't stay long

Last dance with Mary Jane
One more time to kill the pain
I feel summer creepin' in
And I'm tired of this town again

There's pigeons down on Market Square
She's standin' in her underwear
Lookin' down from a hotel room
Nightfall will be comin' soon

Oh, my my, oh, hell yes
You got to put on that party dress
It was too cold to cry when I woke up alone
I hit my last number, I walked to the road

Last dance with Mary Jane
One more time to kill the pain
I feel summer creepin' in
And I'm tired of this town again

(Ooh)
(Ooh)",0,0
TRACPZH128F9311764.h5,Snow Patrol,Chocolate,"This could be the very minute
I'm aware I'm alive
All these places feel like home

With a name I'd never chosen
I can make my first steps
As a child of 25

This is the straw
Final straw in the
Roof of my mouth
As I lie to you
Just because I'm sorry doesn't mean
I didn't enjoy it at the time

You're the only thing that I love
Scares me more every day
On my knees I think clearer

Goodness knows I saw it coming
Or at least I'll claim I did
But in truth, I'm lost for words

What have I done?
It's too late for that
What have I become?
Truth is nothing yet
A simple mistake starts the hardest time
I promise I'll do anything you ask
This time",0,2003
TRACQIS128F92CBED8.h5,Michael Jackson,HISTORY,"He say that he needed that
He hot willed in the face
Keep daring to motivate
He say one day you will see
His place in world history
He dares to be recognized
The fires deep in his eyes

How many victims must there be
Slaughtered in vain across the land
And how many struggles must there be
Before we choose to live the prophet's plan
Everybody sing...

Every day create your history
Every path you take you're leaving your legacy
Every soldier dies in his glory
Every legend tells of conquest and liberty

Don't let no one get you down
Keep movin' on higher ground
Keep flying until
You are the king of the hill
No force of nature can break
Your will to self motivate
She say this face that you see
Is destined for history

How many people have to cry
The song of pain and grief across the land
And how many children have to die
Before we stand to lend a healing hand
Everybody sing...

Every day create your history
Every path you take you're leaving your legacy
Every soldier dies in his glory
Every legend tells of conquest and liberty
Every day create your history
Every page you turn you're writing your legacy
Every hero dreams of chivalry
Every child should sing together in harmony

All nations sing
Let's harmonize all around the world

How many victims must there be
Slaughtered in vain across the land
And how many children must we see
Before we learn to live as brothers
And leave one family oh...

Every day create your history
Every path you take you're leaving your legacy
Every soldier dies in his glory
Every legend tells of conquest and liberty
Every day create your history
Every page you turn you're writing your legacy
Every hero dreams of chivalry
Every child should sing together in harmony

A soldier dies
A mother cries
The promised child shines in a baby's eyes
All nations sing
Let's harmonize all around the world",1,1995
TRACTIE128F92E473B.h5,Alice In Chains,Brother,"Frozen in the place I hide
Not afraid to paint my sky with
Some who say I've lost my mind
Brother try and hope to find

You were always so far away
I know that pain so don't you run away
Like you used to do

Roses in a vase of white
Bloodied by the thorns beside the leaves
That fall because my hand is
Pulling them hard as I can

You were always so far away
I know that pain
So I won't run away like I used to do

Pictures in a box at home
Yellowing and green with mold
So I can barely see your face
Wonder how that color taste

You were always so far away
I know the way so don't you run away
Like you used to do",0,1992
TRACTQD128F14B0F9D.h5,Donny Hathaway,I Love You More Than You'll Ever Know (LP Version),"If I ever leave you....you can say I told you so!
And if I ever hurt you  baby..... you know I hurt myself as well.

Is that any way for a man to carry on
Do you think I want his little loved one gone
I love you baby
More than you'll ever know
More than you'll ever know

When I wasn't making to much money
You know where my paycheck went
You know I brought it home to  baby
And I never spent one red cent

Is that any way for a man to carry on
Do you think he  wants his little loved one gone
I love you baby
More than you'll ever know
More than you'll ever know

I'm not trying to be
any kind of man
I'm trying to be somebody
You can love, trust and understand
I know that I can be 
yeaaahhhh
A part of you that no one else could see

I just wanna hear,a hear ya say
its allright 
yeahhh yeahhh 

only flesh and blood
But I can be everything that you demand
I can be president of general motors baby
Or just a tiny little grain of sand

Is that anyway for a man to carry on
Do you think he wants his little loved one gone
I love you baby, I love you baby
I love youMore than you'll ever know

If I ever leave you....you can say I told you so!
And if I ever hurt you ..... you know I hurt myself as well.

Is that anyway for a man to carry on
Do you think he wants his little loved one gone
I treid to tell ya I love you baby, I love you baby
yea I love you baby
I love you More than you'll ever know

I love you
I love you
I love you baby!!

I told you so many times before
I love you
I love",0,1990
TRACTUH128F92C93A3.h5,Eddie Money,Two Tickets To Paradise,"I've got a surprise especially for you
It's something that both of us have always wanted to do
And you've waited so long, you've waited so long
You've waited so long, you've waited so long

I'm gonna take you on a trip so far from here
I've got two tickets in my pocket, now baby, we're gonna disappear
We've waited so long, you've waited so long
We've waited so long, we've waited so long

I've got two tickets to paradise
Won't you pack your bags, we'll leave tonight
I've got two tickets to paradise
I've got two tickets to paradise

Whoa-oh ooh-whoa ooh-whoa ooh-whoa ooh-whoa ooh-whoa-oa
Whoa-oh ooh-whoa ooh-whoa ooh-whoa ooh-whoa ooh-whoa-oa

I'm gonna take you on a trip so far from here
I've got two tickets in my pocket, baby, we'll disappear 
You know why?
You've waited so long, you've waited so long
We've waited so long, we've waited so long

I've got two tickets to paradise
Won't you pack your bags, we'll leave tonight
I've got two tickets to paradise
Won't you pack your bags, we'll leave tonight

I've got two tickets to paradise
Won't you pack your bags, we'll leave tonight
I've got two tickets to paradise
I've got two tickets to paradise",1,1977
TRACUEE128F427EA05.h5,3 Doors Down,Sarah Yellin',"She says, I've got something to say
She knows what she says well change everything
She led through to many sleepless nights
She's crying, she's crying, she's crying

Mother that man took my soul away
Father how could you ever treat me this way
Brother don't let him do this again
This time it's over I'm gonna make it end
Now it's over and the old man is in
Lying on the ground bullet in his head

She stood at the foot of the guilty bed last night
She held what she said for the rest of her life
She did all what see said she is gonna do
She's through, she's through, she's through, yeah

Mother that man took my soul away
Father how could you ever treat me this way
Brother don't let him do this again
This time it's over I'm gonna make it end
Now it's over and the old man is in
Lying on the ground bullet in his head

There's a bullet in your head
I kept falling down, I kept falling down
I kept crying out, I kept crying out
I keep falling down, I keep falling down
I'm ready, I'm ready, I'm ready

Now it's over, this is what she said
He's lying on the ground bullet in his head",0,2002
TRACYPF128F9338DE0.h5,Maximilian Hecker,Full Of Voices,"On some blue, light-green fields
On a long, leaking road
I confess there's no course
That could lead me to you

Pictures of her
In those booklets
Crawling in my head
Trolleys, madness 
Songs of coastguards
Can't relieve my speed",0,2005
TRADAOM128F4263A78.h5,John Mayer,Something's Missing,"I'm not alone
I wish I was
Cause then I'd know I was down because
I couldn't find a friend around
To love me like they do right now
They do right now

I'm dizzy from the shopping mall
I searched for joy but I bought it all
It doesn't help the hunger pain
And a thirst I'd have to drown first to ever satiate

Something's missing
And I don't know how to fix it
Something's missing
And I don't know what it is
At all

When autumn comes
It doesn't ask
It just walks in where it left you last
You never know when it starts
Until there's fog inside the glass around your summer heart

Something's missing
And I don't know how to fix it
Something's missing
And I don't know what it is
At all

I can't be sure that this state of mine
Is not of my own design
I wish there was an over-the-counter test
For loneliness like this

Something's missing
And I don't know how to fix it
Something's missing
And I don't know what it is
No I don't know what it is
Something's different
And I don't know what it is
No I don't know what it is

Friends
(Check)
Money
(Check)
A well slept opposite sex
Guitar
(Check)
Microphone
(Check)
Messages waiting on me when
I come home",0,0
TRADCHC128F42134B5.h5,Blackalicious,Rock the Spot,"[Chorus]
Homeboys take time and elevate your mind
We came to rock the spot, rock the spot
Homegirls inside just let your nature rise
We came to rock the spot, rock the spot

Now Gabby got the verbal that'll get your little wifey out her girdle
In a session with me lightin' up a little herbal
Turtle shell
School individuals that listen to me
Word it well
Given to the rapper who is livin to be heard and held
In a high esteem
I get you drunker than your bourbon, ale, liquor, malt, my assault learned it well
Turn the tables of time with my perception
Building staples of rhyme hear my reflections
""on a little"" life I'm livin in a universe with no beginning to it
So it ain't an ending and at times I get to diggin into infinite subliminably spirited
A nigga with a ""clip and send it rip         ""
Indigenous stork has just touched ground
Rappers organizations get shut down
Not that I don't wanna see my brothers succeed
But rap its like a sport, I dominate, so follow my lead
I be the G-I-F-T test me hefty left's be gettin' swung
Cruise like a jet ski
Up in yo apartment and plop on your couch y'all
Undisputed heavyweight lyrical southpaw

[Chorus]

It's like a lime to a lemon-that rhymes, I assemble them
At times when I'm ""  "" they shine you remember
""  "" divine forces ""  "" that refine men &amp; women &amp;
I rhyme for a livin', not just for the scrilla man
That isn't what it's all about, really now, valid clout
Uzi mc's I have arguments n' fallin' outs wit'
About what it's all about, ain't about foamin out the mouth
Like a walkin tall can of Guinness Stout
""        ""
When the battle cries soundin'
Ding-ding, hit 'em like, bing-bing
Eat 'em like, B-King, yet wit' no seasoning-bee sting
Wich yo girl dressed in a g-string she's swingin'
My way shorty and it sure looks good
I'm cookin up a batch of dopeness like a good cook should
I be the jack of trades, rappers pray
That I don't decapitate, after they cash his ass
Is that an irate? Great!
Grade-A, top-choice lyricism
Hey, hit me wit' that shell shocked rhythm
One time fo' the funky rhymes I say
Two times for the beat and for my DJ
It don't stop

[Chorus]

I say we drop it on a (one), we drop it on a (two)
We comin' out (fresh), and we do it (for you)
You know the deal with Blackalicious, we don't play
(from New York, NY) (to streets of LA) to (??)
You know we leave the party wreakin' a disaster
For the new ""millie"", rain like a shower
Let it seep in your pores (??)
Oh lord that's [scratch]
Rock ya from the top and to the bottom (from the bottom to the top)
(cause I grab the mic) wit the intent to get ill
A natural that you know who is (still Mrs. Field's)
So slide to the side and (take it light) and (throw your hands in the air) all night (party people in the place...)
I make 'em suffer, to the fallen mc's I'd be the (quicker pickem upper) (galactic of a nebula)
I'm rappin the spectacular, attackin whack amateurs n' back stabbin salamanders
Creepin while I'm peepin on 'em (party time)
Before I used to hit the meetings it was (Thunderbird wine) (used to drink the Ole)
Now I drink Calistoga, sober and I'm older
But the world is still gettin colder (colder)
The Gift of Gab don't stop (the way I feel I have just got to rock)

[Chorus]",1,1999
TRADDXS12903CEDB38.h5,Rihanna,Don't Stop The Music,"Please don't stop the music
Please don't stop the music
Please don't stop the music
Please don't stop the music

It's getting late
I'm making my way over to
My favorite place
I gotta get my body moving
Shake the stress away
I wasn't looking for nobody when you looked my way
Possible candidate, yeah
Who knew
That you'd be up in here, looking like you do
You make and staying over here, impossible
Baby, Ima say your aura is incredible
If you don't have to go, don't

Do you know what you started?
I just came here to party
But now we're rockin on the dance floor, actin' naughty
Your hands around my waist
Just let the music play
We're hand in hand chest to chest and now we're face to face

I wanna take you away
Let's escape into the music, DJ let it play
I just can't refuse it
Like the way you do this
Keep on rockin' to it
Please don't stop the, please don't stop the music
I wanna take you away
Let's escape into the music, DJ let it play
I just can't refuse it
Like the way you do this
Keep on rockin' to it
Please don't stop the, please don't stop the
Please don't stop the music

Baby are you ready 'cuz it's gettin' close
Don't you feel the passion ready to explode?
What goes on between us no - one has to know
This is a private show

Do you know what you started?
I just came here to party
But now we're rockin on the dance floor, actin' naughty
Your hands around my waist
Just let the music play
We're hand in hand chest to chest and now we're face to face

I wanna take you away
Let's escape into the music, DJ let it play
I just can't refuse it
Like the way you do this
Keep on rockin' to it
Please don't stop the, please don't stop the music
I wanna take you away
Let's escape into the music, DJ let it play
I just can't refuse it
Like the way you do this
Keep on rockin' to it
Please don't stop the, please don't stop the
Please don't stop the music

Please don't stop the music
Please don't stop the music
Please don't stop the music
Please don't stop the music

I wanna take you away
Let's escape into the music, DJ let it play
I just can't refuse it
Like the way you do this
Keep on rockin' to it
Please don't stop the, please don't stop the music
I wanna take you away
Let's escape into the music, DJ let it play
I just can't refuse it
Like the way you do this
Keep on rockin' to it
Please don't stop the, please don't stop the
Please don't stop the music

Please don't stop the music
Please don't stop the music
Please don't stop the music",1,2007
TRADFLD12903CB3BD8.h5,Primordial,Empire Falls,"A cold wind is blowing
Through the graves it is blowing
And it bares a poisoned tongue
And the foul breath of deceit

And I am my Fathers Son
And his deeds
Cannot be undone, be undone

And you trade in his blood
Writing your history
In the sacrifices of the dead

Where is the fighting man?
Am I he?
You would trade every truth
For hollow victories
For hollow victories

And every empire will fall
Every monument crumble
Forgotten men who watch, who watch the centuries

Whose silent words rise up
Rise up in betrayal
And we will rise up
Rise up in betrayal

Where is the fighting man?
Am I he?
You would trade every truth
For hollow victories
For hollow victories

Every empire falls
And the Earth to ashes turn
The lands of my birth
Shall be my tomb

And these are the lands, the lands of my birth
Soon to be ruins, ruins of my past
And when the sky should fall
The Earth to ashes turn
Then you will know they shall be my tomb

Where is the fighting man?
I am he!
You would trade every truth
For hollow victories
For hollow victories",0,2007
TRADJJZ128F9341B40.h5,Donna The Buffalo,Tides Of Time,"Some day I might figure it
Right now I\'m just livin\' it
Right now I\'m just livin\' it
Right now I\'m just givin\' it

Looking out over the multitude
Looking in to the heart of it
Reaching out into the middle of it
Seeing how we\'re a part of it

Chorus:
I\'m feeling the tides of time
Moving in on my senses now
I\'m feeling the tides of time
Pull me in, pull me out

Could be in the sun setting
Might be in the rise of a storm
Could be in the morning light
Must be in the moment you\'re born

Seems like human nature
Seems like the day to day
Seemed like a big hay ride
Started us out to find our way

Unofficial verse:
So hard so beautiful
Rushing out over eternity
So long that\'s the short of it
So short that\'s the long and the tall of it",1,1999
TRADKAX128E0786B92.h5,Death From Above 1979,Romantic Rights,"Your romantic rights are all that you got
Push them down, son, it's more than just lip
C'mon girls, I know you know what you want
C'mon, c'mon now, give them all, shhhhh

You're beating walls, now you just won't quit
You play with shapes, but they just won't fit
I know you love me, you don't know what you like
You're watching TV, I stay up all night

I don't need you
I want you
I don't need you
I want you

South Carolina kid is heating things up
His wounds are bleeding and we're filling the cup
This game will save us if we don't die young
C'mon, c'mon, yeah, have little fun

Come here, baby, I love your company
We could do it and start a family
She was living alone unhappily
We could do it, it's right romantically

Come here, baby, I love your company
We could do it and start a family
She was living alone unhappily
We could do it, it's right romantically

Come, baby
Your company
Do it
A family
Living
Unhappily
Do it
Romantically

Come here, baby, I love your company
We could do it and start a family
She was living alone unhappily
We could do it, it's right romantically

I don't need you
I want you
I don't need you
I want you

I don't need you
I want you
I don't need you
I want you
Don't need you
I want you
I don't need you
I want you",0,2004
TRADMUH128F146D3CD.h5,Kanye West,Through The Wire,"Kanye West and Chaka Khan:
Yo Gee, they can't stop me from rapping, can they? Can they, Hop?
I spit it through the wire, man (Through the fire, to the limit, to the wall)
There's too much stuff on my heart right now, man (For a chance to be with you, I'd gladly risk it all)
I'd gladly risk it all right now (Through the fire, through whatever come my way)
It's a life-or-death situation, man (For a chance at loving you, I'd take it all the way)
Y'all, y'all don't really understand how I feel right now
It's your boy Kanye to the, Chi-town, what's goin' on? (Right down to the wire, even through the fire)
Uh huh, yeah, yeah

Kanye West:
I drink a Boost for breakfast, an Ensure for dessert
Somebody ordered pancakes, I just sip the sizzurp
That right there could drive a sane man berserk
Not to worry, Mr. H-to-the-Izzo's back to wizerk
How do you console my mom or give her light support?
Telling her her son's on life support and just imagine how my girl feel
On the plane, scared as hell that her guy look like Emmett Till
She was with me before the deal, she been trying to be mine
She a Delta, so she been throwing that Dynasty sign
No use in me tryin to be lyin', I been trying to be signed
Trying to be a millionaire, how I used two lifelines
In the same hospital where Biggie Smalls died
The doctor said I had blood clots, but I ain't Jamaican, man
Story on MTV and I ain't trying to make a band
I swear this right here, history in the making, man

Kanye West and Chaka Khan:
I really apologize for everything right now, if it's unclear at all, man (Through the fire, to the limit, to the wall)
They got my mouth wired shut for like I dunno, the doctor said like six weeks (For chance to be with you I'd gladly risk it all)
Y'know he had reconstru- I had reconstructive surgery on my jaw (Through the fire, through whatever come my way)
I looked in the mirror and half my jaw was in the back of my mouth, man, I couldn't believe it (For a chance at loving you, I'd take it all the way)
But I'm still here for y'all right now, man, this what I got to say right here, dawg (Right down to the wire, even through the fire)
Yeah, turn me up, yeah, uh

Kanye West:
What if somebody from the Chi' that was ill got a deal on the hottest rap label around?
But he wasn't talking about coke and birds, it was more like spoken word except he's really putting it down?
And he explained the story about how blacks came from glory and what we need to do in the game
Good dude, bad night, right place, wrong time in the blink of a eye, his whole life changed
If you could feel how my face felt, you would know how Mase felt
Thank God I ain't too cool for the safe belt
I swear to God driver two wants to sue
I got a lawyer for the case to keep what's in my safe safe
My dogs couldn't tell if I, I looked like Tom Cruise in Vanilla Sky, it was televised
There's been an accident like Geico
They thought I was burnt up like Pepsi did Michael
I must got a angel 'cause look how death missed his ass
Unbreakable, what you thought, they'd call me Mr. Glass?
Look back on my life like the Ghost of Christmas Past
Toys ""R"" Us where I used to spend that Christmas cash
And I still won't grow up, I'm a grown-ass kid
Swear I should be locked up for stupid shit that I did
But I'm a champion, so I turned tragedy to triumph
Make music that's fire, spit my soul through the wire

Kanye West and Chaka Khan:
Y'know what I'm saying? (Through the fire, to the limit, to the wall)
When the doctor told me I had, um, that I was gonna have to have a plate in my chin, I said (For chance to be with you I'd gladly risk it all)
""Dawg, don't you realize I'll never make it on a plane now?
It's bad enough I got all this jewelry on!"" Haha (Through the fire, through whatever come my way)
She can't be serious, man (For a chance at loving you, I'd take it all the way)
(Right down to the wire, even through the fire)

Chaka Khan:
Through the fire, to the limit
Through the fire, through whatever
Through the fire, to the limit
Through the fire, through whatever
Through the fire, to the limit",1,2003
TRADNZM128F9300DF3.h5,Shawn Colvin,Sunny Came Home,"Sunny came home to her favorite room
Sunny sat down in the kitchen
She opened a book and a box of tools
Sunny came home with a mission

She says ""Days go by, I'm hypnotized
I'm walking on a wire
I close my eyes and fly out of my mind
Into the fire""

Sunny came home with a list of names
She didn't believe in transcendence
And it's time for a few small repairs, she said
Sunny came home with a vengeance

She says ""Days go by, I don't know why 
I'm walking on a wire
I close my eyes and fly out of my mind
Into the fire""

Get the kids and bring a sweater
Dry is good and wind is better
Count the years, you always knew it
Strike a match, go on and do it

Oh, days go by, I'm hypnotized
I'm walking on a wire
I close my eyes and fly out of my mind
Into the fire

Oh, light the sky and hold on tight
The world is burning down
She's out there on her own, and she's all right
Sunny came home

Sunny came home
Came home
Home",0,1996
TRADODV128F4283EB6.h5,Mobb Deep,Got It Twisted,"M.O.B.B. nigga yeah ahuh
ugh yeah cmon now yeah yo yo 

aint no party once we crash the party
imma squeeze shorty then vacate the party
you keep grillin i'll pump pump the shotty
put you in the trunk then dump dump the body
nigga you dont know you betta ask somebody
ya'll get down we gonna clash prob'ly
builty snowflake out of the ampacomby
i'm tryin to rip britney so i made ja sign me
nigga catch me in tha club with a double lead banger
im the wrong one to fuck with
now i know the promoters im in with the musket
pound of the haze and a box of dutches
high to the cotton mouth 
paranoid make the wrong move bitch and your ass is out
like M.O.P. nigga i'll mash you out
if i can't get your head swing by your house (motherfucker)

Ya'll niggas got it twisted huh?
that liquor up in your U-Charge  (U-Charge)
that truth come out when u drunk
your ass wont make it to see tomorrow
Ya'll niggas got it twisted huh?
that liquor up in your U-Charge (U-Charge)
that truth come out when u drunk
your ass wont make it to see tomorrow

we step up in the club with one thing 
on our mind thats leave with something
get rid of that ring get rid of those cuffs
we about to...gurl
we about to...gurl
we about to...gurl (gurl)
we about to...gurl
we about to...gurl (gurl)

yo party over here aint shit over there
the Mobb Deep boys got it locked right here
wherever we at we keep the cliqs right there
so where ever theres beef is gettin fixed right there
and they cant stop us they too scared
they know a calibur thug  shoot at heads nigga
Q.B. drop you off at that bridge (bye bye)
show you how we do it in Queens 
murder aint shit nigga
this is P talking show you where i live 
you come right through my crib (cmon) and get a few seers 
there'll be man slaughter right infront of my kids
a little blood get on my daughter, thats nothing she'll live (just whipe that off)
got cops shoot to death of us
we dont like D's
you never catch us runnin with the police (nope)
ya'll niggas get ya'll vests up
and ya'll better invest in some real heavy bulletproof paneling

Ya'll niggas got it twisted huh?
that liquor up in your U-Charge (U-Charge)
that turth come out when u drunk
your ass wont make it to see tomorrow
Ya'll niggas got it twisted huh?
that liquor up in your U-Charge (U-Charge)
that truth come out when u drunk
your ass wont make it to see tomorrow

we step up in the club with one thing 
on our mind thats leave with something
get rid of that ring get rid of those cuffs
we about to....gurl
we about to....gurl (gurl)
we about to....gurl
we about to...gurl (gurl)",0,2004
TRADPIA128E078EE1B.h5,Nirvana,Heart-Shaped Box,"She eyes me like a Pisces when I am weak
I've been locked inside your heart-shaped box for weeks
I've been drawn into your magnet tar pit trap
I wish I could eat your cancer when you turn black

Hey! Wait!
I've got a new complaint
Forever in debt to your priceless advice

Hey! Wait!
I've got a new complaint
Forever in debt to your priceless advice

Hey! Wait!
I've got a new complaint
Forever in debt to your priceless advice
Your advice

Meat-eating orchids forgive no one just yet
Cut myself on angel hair and baby's breath
Broken hymen of your highness, I'm left black
Throw down your umbilical noose so I can climb right back

Hey! Wait!
I've got a new complaint
Forever in debt to your priceless advice

Hey! Wait!
I've got a new complaint
Forever in debt to your priceless advice

Hey! Wait!
I've got a new complaint
Forever in debt to your priceless advice
Your advice

She eyes me like a Pisces when I am weak
I've been locked inside your heart-shaped box for weeks
I've been drawn into your magnet tar pit trap
I wish I could eat your cancer when you turn black

Hey! Wait!
I've got a new complaint
Forever in debt to your priceless advice

Hey! Wait!
I've got a new complaint
Forever in debt to your priceless advice

Hey! Wait!
I've got a new complaint
Forever in debt to your priceless advice

Your advice
Your advice
Your advice",0,0
TRADQBK128F92E8B5F.h5,Mat Kearney,Never Be Ready,"We've got our feet on the wire, talking 'bout flying
Maybe we're diving in over our heads
Scared of what I'm feeling
Staring at the ceiling here tonight

Come on lay down these arms, all our best defenses
We're taking our chances here on the run
The fear is an anchor, time is a stranger
Love isn't borrowed, we aren't promised tomorrow

We'll never be ready if we keep waiting
For the perfect time to come
Won't be steady, we'll never be ready

Where we don't know, though we can't see
Just walk on down this road with me
Won't be steady, never be ready

You're okay, you're with me here in the silence
With all of the violence crashing around
Saying we can't go, saying we don't know
This road that is narrow is the one we should follow

We'll never be ready if we keep waiting
For the perfect time to come
Won't be steady, we'll never be ready

Where we don't know, though we can't see
Just walk on down this road with me
Won't be steady, we'll never be ready

Steady my hands, this one can turn around
Steady my heart, it's beating faster
Steady my hands, this one can turn around
Steady my heart, it's beating faster, beating faster now

We'll never be ready if we keep waiting
For the perfect time to come
Won't be steady, we'll never be ready

Where we don't know, though we can't see
Just walk on down this road with me
Won't be steady, never be ready

Won't be steady, never be ready
Won't be steady, we'll never be ready
Won't be steady, never be ready",1,2009
TRADQJL128F92D9957.h5,The Presets,If I Know You,"Clever liar
Foolin' us all
Never thought I'd work it out
How could I have known it was ever about ya boy?

Now there's nothin' to say
'Cause there's no words
And we're not talkin' anyhow
You must have known I was never to doubt ya boy

If it was so fine, it was so good
Oh, you're unbelievable
All this time I've been livin' without ya boy
But not your lyin'

It felt so good, the world don't know
Now they'll never find out
How all these years she mustered beside ya boy
Don't forget that I

Was the one that ya found
And if I know you
You'll find me someplace new
I hope I never, I hope I never have to

We're a waste of time
And if I know you
Learned long ago it's true
I hope I never, I hope I never have to

Go and explain, explain it again
Boy, that this all started
Found you lying in the arms of another girl
So stop your crying

Day after day, year after year
Far too long it lasted
You must have thought I was nothing without ya boy
Don't forget that I

Was the one that ya found
And if I know you
You'll find me someplace new
I hope I never, I hope I never have to

We're a waste of time
And if I know you
Learned long ago it's true
I hope I never, I hope I never have to

And tonight, if we learn
That the world's on fire
I guess I'll turn to you
I hope I never, I hope I never have to

I fail to find
So hard to find
And I can't find a way for you and I to go further on

I'm always learning things the hard, hard, hardest way

'Cause I was the one, that ya found
And if I know you
You'll find me someplace new
I hope you never, I hope you never get to

Tonight, if we learn
That the world's on fire
I guess I'll turn to you
I hope I never, I hope I never have to",0,2008
TRADRJK128E078F041.h5,The Cardigans,Iron Man,"I am Iron Man

Has he lost his mind?
Can he see or is he blind?
Can he walk at all,
Or if he moves will he fall?
Is he alive or dead?
Has he thoughts within his head?
We'll just pass him there
Why should we even care?

He was turned to steel
In the great magnetic field
When he traveled time
For the future of mankind

Now the time is here
For Iron Man to spread fear
Vengeance from the grave
Kills the people he once saved

Nobody wants him
He just stares at the world
Planning his vengeance
That he will soon unfurl

Nobody wants him
They just turn their heads
Nobody helps him
Now he has his revenge

Heavy boots of lead
Fills his victims full of dread
Running as fast as they can
Iron Man lives again!",0,1996
TRADSQZ128F42707D7.h5,Silverchair,Suicidal Dream,"I dream about, how it's gonna end
Approaching me quickly
Living a life of fear
I only want my mind to be clear

People, making fun of me
For no reason but jealousy
I fantasize about my death
I'll kill myself, from holding my breath

My suicidal dream
Voices telling me what to do
My, suicidal dream
I'm sure you will get yours too

Help me, comfort me
Stop me from feeling what I'm feeling now
The rope is here, now I'll find a use
I'll kill myself, I'll put my head in a noose

My suicidal dream
Voices telling me what to do
My, suicidal dream
I'm sure you will get yours too

Dreamin' about my death, dream
Suicidal, suicidal, suicidal dream
I'm suicidal, suicidal dream",0,1995
TRADSUA128C7196C7C.h5,U2,New York,"In New York freedom looks like
Too many choices
In New York I found a friend
To drown out the other voices

Voices on the cell phone
Voices from home
Voices of the hard sell
Voices down the stairwell
In New York, just got a place in New York

In New York summers get hot
Well into the hundreds
You can't walk around the block
Without a change of clothing

Hot as a hairdryer in your face
Hot as a handbag and a can of mace
New York, I just got a place in New York
New York, New York

In New York you can forget
Forget how to sit still
Tell yourself you will stay in
But it's down to Alphaville

New York, New York, New York
New York, New York, New York

The Irish have been coming here for years
Feel like they own the place
They got the airport, city hall, concrete, asphalt
They even got the police

Irish, Italian, Jews and Hispanics
Religious nuts, political fanatics in the stew
Living happily not like me and you
That's where I lost you New York

New York, New York
New York, New York

In New York I lost it all
To you and your vices
Still I'm staying on to figure out
My midlife crisis

I hit an iceberg in my life
But you know I'm still afloat
You lose your balance, lose your wife
In the queue for the lifeboat

You got to put the women and children first
But you've got an unquenchable thirst for New York

New York, New York
New York, New York

In the stillness of the evening
When the sun has had its day
I heard your voice whispering
""Come away, child""

New York, New York",0,2000
TRADVGV128F42BCACE.h5,Avril Lavigne,Innocence,"Waking up I see that everything is okay
The first time in my life and now it's so great
Slowing down I look around and I am so amazed
I think about the little things that make life great

I wouldn't change a thing about it
This is the best feeling

This innocence is brilliance
I hope that it will stay
This moment is perfect
Please don't go away
I need you now
And I'll hold on to it
Don't you let it pass you by

I found a place so safe, not a single tear
The first time in my life and now it's so clear
Feel calm, I belong, I'm so happy here
It's so strong and now I let myself be sincere

I wouldn't change a thing about it
This is the best feeling

This innocence is brilliance
I hope that it will stay
This moment is perfect
Please don't go away
I need you now
And I'll hold on to it
Don't you let it pass you by

It's a state of bliss, you think you're dreaming
It's the happiness inside that you're feeling
It's so beautiful it makes you want to cry
It's a state of bliss, you think you're dreaming
It's the happiness inside that you're feeling
It's so beautiful it makes you want to cry
It's so beautiful it makes you want to cry

This innocence is brilliant (it makes you want to cry)
This innocence is brilliant
Please don't go away
'Cause I need you now
And I'll hold on to it
Don't you let it pass you by (it's so beautiful it makes you want to cry)

This innocence is brilliant (it's so beautiful, it's so beautiful)
I hope that it will stay
This moment is perfect
Please don't go away
I need you now (it makes me want to cry)
And I'll hold on to it
Don't you let it pass you by",0,2007
